FIPS,County,Population Estimate 2014
18155,"Switzerland County, Indiana",10470
18157,"Tippecanoe County, Indiana",183515
18159,"Tipton County, Indiana",15452
18161,"Union County, Indiana",7224
18163,"Vanderburgh County, Indiana",182073
18165,"Vermillion County, Indiana",15684
18167,"Vigo County, Indiana",108100
18169,"Wabash County, Indiana",32255
18171,"Warren County, Indiana",8330
18173,"Warrick County, Indiana",61229
18175,"Washington County, Indiana",27869
18177,"Wayne County, Indiana",67406
18179,"Wells County, Indiana",27839
18181,"White County, Indiana",24383
18183,"Whitley County, Indiana",33413
19001,"Adair County, Iowa",7416
19003,"Adams County, Iowa",3865
19005,"Allamakee County, Iowa",14064
19007,"Appanoose County, Iowa",12649
19009,"Audubon County, Iowa",5785
19011,"Benton County, Iowa",25658
19013,"Black Hawk County, Iowa",133161
19015,"Boone County, Iowa",26367
19017,"Bremer County, Iowa",24673
19019,"Buchanan County, Iowa",21120
19021,"Buena Vista County, Iowa",20507
19023,"Butler County, Iowa",14972
19025,"Calhoun County, Iowa",9861
19027,"Carroll County, Iowa",20562
19029,"Cass County, Iowa",13359
19031,"Cedar County, Iowa",18388
19033,"Cerro Gordo County, Iowa",43227
19035,"Cherokee County, Iowa",11832
19037,"Chickasaw County, Iowa",12200
19039,"Clarke County, Iowa",9210
19041,"Clay County, Iowa",16509
19043,"Clayton County, Iowa",17713
19045,"Clinton County, Iowa",47923
19047,"Crawford County, Iowa",17146
19049,"Dallas County, Iowa",77798
19051,"Davis County, Iowa",8745
19053,"Decatur County, Iowa",8231
19055,"Delaware County, Iowa",17413
19057,"Des Moines County, Iowa",40143
19059,"Dickinson County, Iowa",16937
19061,"Dubuque County, Iowa",96582
19063,"Emmet County, Iowa",9841
19065,"Fayette County, Iowa",20345
19067,"Floyd County, Iowa",16026
19069,"Franklin County, Iowa",10442
19071,"Fremont County, Iowa",7034
19073,"Greene County, Iowa",9129
19075,"Grundy County, Iowa",12376
19077,"Guthrie County, Iowa",10710
19079,"Hamilton County, Iowa",15189
19081,"Hancock County, Iowa",10986
19083,"Hardin County, Iowa",17354
19085,"Harrison County, Iowa",14342
19087,"Henry County, Iowa",19895
19089,"Howard County, Iowa",9400
19091,"Humboldt County, Iowa",9617
19093,"Ida County, Iowa",6994
19095,"Iowa County, Iowa",16378
19097,"Jackson County, Iowa",19476
19099,"Jasper County, Iowa",36830
19101,"Jefferson County, Iowa",17671
19103,"Johnson County, Iowa",142280
19105,"Jones County, Iowa",20480
19107,"Keokuk County, Iowa",10220
19109,"Kossuth County, Iowa",15204
19111,"Lee County, Iowa",35206
19113,"Linn County, Iowa",217596
19115,"Louisa County, Iowa",11222
19117,"Lucas County, Iowa",8685
19119,"Lyon County, Iowa",11690
19121,"Madison County, Iowa",15602
19123,"Mahaska County, Iowa",22326
19125,"Marion County, Iowa",33261
19127,"Marshall County, Iowa",40792
19129,"Mills County, Iowa",14708
19131,"Mitchell County, Iowa",10769
19133,"Monona County, Iowa",8965
19135,"Monroe County, Iowa",7960
19137,"Montgomery County, Iowa",10443
19139,"Muscatine County, Iowa",42961
19141,"O'Brien County, Iowa",14062
19143,"Osceola County, Iowa",6193
19145,"Page County, Iowa",15544
19147,"Palo Alto County, Iowa",9126
19149,"Plymouth County, Iowa",24913
19151,"Pocahontas County, Iowa",7123
19153,"Polk County, Iowa",459780
19155,"Pottawattamie County, Iowa",93174
19157,"Poweshiek County, Iowa",18667
19159,"Ringgold County, Iowa",5031
19161,"Sac County, Iowa",10060
19163,"Scott County, Iowa",171546
19165,"Shelby County, Iowa",11962
19167,"Sioux County, Iowa",34622
19169,"Story County, Iowa",95366
19171,"Tama County, Iowa",17405
19173,"Taylor County, Iowa",6155
19175,"Union County, Iowa",12621
19177,"Van Buren County, Iowa",7410
19179,"Wapello County, Iowa",35244
19181,"Warren County, Iowa",48010
19183,"Washington County, Iowa",22097
19185,"Wayne County, Iowa",6392
19187,"Webster County, Iowa",36983
19189,"Winnebago County, Iowa",10593
19191,"Winneshiek County, Iowa",20728
19193,"Woodbury County, Iowa",102314
19195,"Worth County, Iowa",7605
19197,"Wright County, Iowa",12883
20001,"Allen County, Kansas",12903
20003,"Anderson County, Kansas",7880
20005,"Atchison County, Kansas",16509
20007,"Barber County, Kansas",4878
20009,"Barton County, Kansas",27262
20011,"Bourbon County, Kansas",14774
20013,"Brown County, Kansas",9804
20015,"Butler County, Kansas",66077
20017,"Chase County, Kansas",2673
20019,"Chautauqua County, Kansas",3473
20021,"Cherokee County, Kansas",20769
20023,"Cheyenne County, Kansas",2694
20025,"Clark County, Kansas",2120
20027,"Clay County, Kansas",8338
20029,"Cloud County, Kansas",9348
20031,"Coffey County, Kansas",8440
20033,"Comanche County, Kansas",1945
20035,"Cowley County, Kansas",35911
20037,"Crawford County, Kansas",39327
20039,"Decatur County, Kansas",2890
20041,"Dickinson County, Kansas",19354
20043,"Doniphan County, Kansas",7833
20045,"Douglas County, Kansas",116430
20047,"Edwards County, Kansas",3022
20049,"Elk County, Kansas",2699
20051,"Ellis County, Kansas",29027
20053,"Ellsworth County, Kansas",6365
20055,"Finney County, Kansas",37048
20057,"Ford County, Kansas",34667
20059,"Franklin County, Kansas",25567
20061,"Geary County, Kansas",36682
20063,"Gove County, Kansas",2710
20065,"Graham County, Kansas",2553
20067,"Grant County, Kansas",7758
20069,"Gray County, Kansas",6078
20071,"Greeley County, Kansas",1302
20073,"Greenwood County, Kansas",6308
20075,"Hamilton County, Kansas",2590
20077,"Harper County, Kansas",5821
20079,"Harvey County, Kansas",34670
20081,"Haskell County, Kansas",4076
20083,"Hodgeman County, Kansas",1911
20085,"Jackson County, Kansas",13456
20087,"Jefferson County, Kansas",18863
20089,"Jewell County, Kansas",3038
20091,"Johnson County, Kansas",573024
20093,"Kearny County, Kansas",3944
20095,"Kingman County, Kansas",7704
20097,"Kiowa County, Kansas",2525
20099,"Labette County, Kansas",20852
20101,"Lane County, Kansas",1685
20103,"Leavenworth County, Kansas",78658
20105,"Lincoln County, Kansas",3158
20107,"Linn County, Kansas",9502
20109,"Logan County, Kansas",2784
20111,"Lyon County, Kansas",33201
20113,"McPherson County, Kansas",29134
20115,"Marion County, Kansas",12221
20117,"Marshall County, Kansas",9990
20119,"Meade County, Kansas",4353
20121,"Miami County, Kansas",32817
20123,"Mitchell County, Kansas",6271
20125,"Montgomery County, Kansas",33957
20127,"Morris County, Kansas",5678
20129,"Morton County, Kansas",3058
20131,"Nemaha County, Kansas",10162
20133,"Neosho County, Kansas",16396
20135,"Ness County, Kansas",3089
20137,"Norton County, Kansas",5528
20139,"Osage County, Kansas",15991
20141,"Osborne County, Kansas",3772
20143,"Ottawa County, Kansas",6032
20145,"Pawnee County, Kansas",6849
20147,"Phillips County, Kansas",5492
20149,"Pottawatomie County, Kansas",22799
20151,"Pratt County, Kansas",9775
20153,"Rawlins County, Kansas",2565
20155,"Reno County, Kansas",63737
20157,"Republic County, Kansas",4776
20159,"Rice County, Kansas",9986
20161,"Riley County, Kansas",74698
20163,"Rooks County, Kansas",5173
20165,"Rush County, Kansas",3171
20167,"Russell County, Kansas",6989
20169,"Saline County, Kansas",55514
20171,"Scott County, Kansas",4985
20173,"Sedgwick County, Kansas",508666
20175,"Seward County, Kansas",23299
20177,"Shawnee County, Kansas",178509
20179,"Sheridan County, Kansas",2535
20181,"Sherman County, Kansas",6064
20183,"Smith County, Kansas",3725
20185,"Stafford County, Kansas",4293
20187,"Stanton County, Kansas",2125
20189,"Stevens County, Kansas",5812
20191,"Sumner County, Kansas",23471
20193,"Thomas County, Kansas",7850
20195,"Trego County, Kansas",2908
20197,"Wabaunsee County, Kansas",6972
20199,"Wallace County, Kansas",1509
20201,"Washington County, Kansas",5602
20203,"Wichita County, Kansas",2170
20205,"Wilson County, Kansas",8989
20207,"Woodson County, Kansas",3168
20209,"Wyandotte County, Kansas",161855
21001,"Adair County, Kentucky",19210
21003,"Allen County, Kentucky",20405
21005,"Anderson County, Kentucky",21858
21007,"Ballard County, Kentucky",8217
21009,"Barren County, Kentucky",43126
21011,"Bath County, Kentucky",12173
21013,"Bell County, Kentucky",27750
21015,"Boone County, Kentucky",125735
21017,"Bourbon County, Kentucky",19988
21019,"Boyd County, Kentucky",48795
21021,"Boyle County, Kentucky",29809
21023,"Bracken County, Kentucky",8389
21025,"Breathitt County, Kentucky",13425
21027,"Breckinridge County, Kentucky",19897
21029,"Bullitt County, Kentucky",78022
21031,"Butler County, Kentucky",12843
21033,"Caldwell County, Kentucky",12780
21035,"Calloway County, Kentucky",38282
21037,"Campbell County, Kentucky",91490
21039,"Carlisle County, Kentucky",4988
21041,"Carroll County, Kentucky",10758
21043,"Carter County, Kentucky",27318
21045,"Casey County, Kentucky",15837
21047,"Christian County, Kentucky",73962
21049,"Clark County, Kentucky",35681
21051,"Clay County, Kentucky",21162
21053,"Clinton County, Kentucky",10156
21055,"Crittenden County, Kentucky",9202
21057,"Cumberland County, Kentucky",6741
21059,"Daviess County, Kentucky",98416
21061,"Edmonson County, Kentucky",12043
21063,"Elliott County, Kentucky",7638
21065,"Estill County, Kentucky",14420
21067,"Fayette County, Kentucky",310725
21069,"Fleming County, Kentucky",14498
21071,"Floyd County, Kentucky",38139
21073,"Franklin County, Kentucky",49963
21075,"Fulton County, Kentucky",6265
21077,"Gallatin County, Kentucky",8564
21079,"Garrard County, Kentucky",16906
21081,"Grant County, Kentucky",24831
21083,"Graves County, Kentucky",37577
21085,"Grayson County, Kentucky",26155
21087,"Green County, Kentucky",11043
21089,"Greenup County, Kentucky",36282
21091,"Hancock County, Kentucky",8722
21093,"Hardin County, Kentucky",108610
21095,"Harlan County, Kentucky",28098
21097,"Harrison County, Kentucky",18635
21099,"Hart County, Kentucky",18550
21101,"Henderson County, Kentucky",46387
21103,"Henry County, Kentucky",15538
21105,"Hickman County, Kentucky",4710
21107,"Hopkins County, Kentucky",46341
21109,"Jackson County, Kentucky",13340
21111,"Jefferson County, Kentucky",760703
21113,"Jessamine County, Kentucky",51008
21115,"Johnson County, Kentucky",23283
21117,"Kenton County, Kentucky",163463
21119,"Knott County, Kentucky",15955
21121,"Knox County, Kentucky",31735
21123,"Larue County, Kentucky",14171
21125,"Laurel County, Kentucky",60048
21127,"Lawrence County, Kentucky",15880
21129,"Lee County, Kentucky",6774
21131,"Leslie County, Kentucky",10892
21133,"Letcher County, Kentucky",23417
21135,"Lewis County, Kentucky",13760
21137,"Lincoln County, Kentucky",24464
21139,"Livingston County, Kentucky",9361
21141,"Logan County, Kentucky",26815
21143,"Lyon County, Kentucky",8379
21145,"McCracken County, Kentucky",65324
21147,"McCreary County, Kentucky",17892
21149,"McLean County, Kentucky",9466
21151,"Madison County, Kentucky",87218
21153,"Magoffin County, Kentucky",12970
21155,"Marion County, Kentucky",19101
21157,"Marshall County, Kentucky",31072
21159,"Martin County, Kentucky",12554
21161,"Mason County, Kentucky",17122
21163,"Meade County, Kentucky",29189
21165,"Menifee County, Kentucky",6295
21167,"Mercer County, Kentucky",21431
21169,"Metcalfe County, Kentucky",10009
21171,"Monroe County, Kentucky",10672
21173,"Montgomery County, Kentucky",27391
21175,"Morgan County, Kentucky",13382
21177,"Muhlenberg County, Kentucky",31254
21179,"Nelson County, Kentucky",44820
21181,"Nicholas County, Kentucky",7075
21183,"Ohio County, Kentucky",24064
21185,"Oldham County, Kentucky",64029
21187,"Owen County, Kentucky",10638
21189,"Owsley County, Kentucky",4505
21191,"Pendleton County, Kentucky",14460
21193,"Perry County, Kentucky",27713
21195,"Pike County, Kentucky",63033
21197,"Powell County, Kentucky",12382
21199,"Pulaski County, Kentucky",63837
21201,"Robertson County, Kentucky",2199
21203,"Rockcastle County, Kentucky",16832
21205,"Rowan County, Kentucky",24264
21207,"Russell County, Kentucky",17770
21209,"Scott County, Kentucky",51308
21211,"Shelby County, Kentucky",44894
21213,"Simpson County, Kentucky",17855
21215,"Spencer County, Kentucky",17736
21217,"Taylor County, Kentucky",25378
21219,"Todd County, Kentucky",12466
21221,"Trigg County, Kentucky",14142
21223,"Trimble County, Kentucky",8732
21225,"Union County, Kentucky",15168
21227,"Warren County, Kentucky",120651
21229,"Washington County, Kentucky",11994
21231,"Wayne County, Kentucky",20462
21233,"Webster County, Kentucky",13234
21235,"Whitley County, Kentucky",35743
21237,"Wolfe County, Kentucky",7237
21239,"Woodford County, Kentucky",25591
22001,"Acadia Parish, Louisiana",62562
22003,"Allen Parish, Louisiana",25644
22005,"Ascension Parish, Louisiana",117291
22007,"Assumption Parish, Louisiana",23028
22009,"Avoyelles Parish, Louisiana",41147
22011,"Beauregard Parish, Louisiana",36216
22013,"Bienville Parish, Louisiana",13771
22015,"Bossier Parish, Louisiana",124894
22017,"Caddo Parish, Louisiana",252747
22019,"Calcasieu Parish, Louisiana",196815
22021,"Caldwell Parish, Louisiana",9923
22023,"Cameron Parish, Louisiana",6697
22025,"Catahoula Parish, Louisiana",10172
22027,"Claiborne Parish, Louisiana",16371
22029,"Concordia Parish, Louisiana",20413
22031,"De Soto Parish, Louisiana",27005
22033,"East Baton Rouge Parish, Louisiana",445864
22035,"East Carroll Parish, Louisiana",7454
22037,"East Feliciana Parish, Louisiana",19806
22039,"Evangeline Parish, Louisiana",33758
22041,"Franklin Parish, Louisiana",20460
22043,"Grant Parish, Louisiana",22400
22045,"Iberia Parish, Louisiana",73889
22047,"Iberville Parish, Louisiana",33090
22049,"Jackson Parish, Louisiana",15968
22051,"Jefferson Parish, Louisiana",434858
22053,"Jefferson Davis Parish, Louisiana",31424
22055,"Lafayette Parish, Louisiana",235656
22057,"Lafourche Parish, Louisiana",97750
22059,"LaSalle Parish, Louisiana",14874
22061,"Lincoln Parish, Louisiana",47409
22063,"Livingston Parish, Louisiana",135695
22065,"Madison Parish, Louisiana",11805
22067,"Morehouse Parish, Louisiana",26732
22069,"Natchitoches Parish, Louisiana",39275
22071,"Orleans Parish, Louisiana",384355
22073,"Ouachita Parish, Louisiana",156504
22075,"Plaquemines Parish, Louisiana",23397
22077,"Pointe Coupee Parish, Louisiana",22320
22079,"Rapides Parish, Louisiana",132461
22081,"Red River Parish, Louisiana",8688
22083,"Richland Parish, Louisiana",20715
22085,"Sabine Parish, Louisiana",24073
22087,"St. Bernard Parish, Louisiana",44455
22089,"St. Charles Parish, Louisiana",52779
22091,"St. Helena Parish, Louisiana",10612
22093,"St. James Parish, Louisiana",21554
22095,"St. John the Baptist Parish, Louisiana",43797
22097,"St. Landry Parish, Louisiana",83823
22099,"St. Martin Parish, Louisiana",53321
22101,"St. Mary Parish, Louisiana",53234
22103,"St. Tammany Parish, Louisiana",246026
22105,"Tangipahoa Parish, Louisiana",127024
22107,"Tensas Parish, Louisiana",4797
22109,"Terrebonne Parish, Louisiana",113645
22111,"Union Parish, Louisiana",22478
22113,"Vermilion Parish, Louisiana",59537
22115,"Vernon Parish, Louisiana",52161
22117,"Washington Parish, Louisiana",46242
22119,"Webster Parish, Louisiana",40305
22121,"West Baton Rouge Parish, Louisiana",25128
22123,"West Carroll Parish, Louisiana",11501
22125,"West Feliciana Parish, Louisiana",15349
22127,"Winn Parish, Louisiana",14736
23001,"Androscoggin County, Maine",107408
23003,"Aroostook County, Maine",69490
23005,"Cumberland County, Maine",288258
23007,"Franklin County, Maine",30203
23009,"Hancock County, Maine",54550
23011,"Kennebec County, Maine",121167
23013,"Knox County, Maine",39785
23015,"Lincoln County, Maine",34182
23017,"Oxford County, Maine",57291
23019,"Penobscot County, Maine",153500
23021,"Piscataquis County, Maine",17021
23023,"Sagadahoc County, Maine",35086
23025,"Somerset County, Maine",51258
23027,"Waldo County, Maine",39000
23029,"Washington County, Maine",31834
23031,"York County, Maine",200686
24001,"Allegany County, Maryland",73045
24003,"Anne Arundel County, Maryland",559966
24005,"Baltimore County, Maryland",826518
24009,"Calvert County, Maryland",90601
24011,"Caroline County, Maryland",32524
24013,"Carroll County, Maryland",167700
24015,"Cecil County, Maryland",102180
24017,"Charles County, Maryland",154567
24019,"Dorchester County, Maryland",32537
24021,"Frederick County, Maryland",243569
24023,"Garrett County, Maryland",29658
24025,"Harford County, Maryland",249839
24027,"Howard County, Maryland",308151
24029,"Kent County, Maryland",19793
24031,"Montgomery County, Maryland",1027780
24033,"Prince George's County, Maryland",900647
24035,"Queen Anne's County, Maryland",48727
24037,"St. Mary's County, Maryland",110483
24039,"Somerset County, Maryland",25653
24041,"Talbot County, Maryland",37569
24043,"Washington County, Maryland",149459
24045,"Wicomico County, Maryland",101538
24047,"Worcester County, Maryland",51438
24510,"Baltimore city, Maryland",623353
25001,"Barnstable County, Massachusetts",214858
25003,"Berkshire County, Massachusetts",128633
25005,"Bristol County, Massachusetts",555071
25007,"Dukes County, Massachusetts",17283
25009,"Essex County, Massachusetts",770391
25011,"Franklin County, Massachusetts",70965
25013,"Hampden County, Massachusetts",469033
25015,"Hampshire County, Massachusetts",161043
25017,"Middlesex County, Massachusetts",1569953
25019,"Nantucket County, Massachusetts",10765
25021,"Norfolk County, Massachusetts",692143
25023,"Plymouth County, Massachusetts",506937
25025,"Suffolk County, Massachusetts",768537
25027,"Worcester County, Massachusetts",814299
26001,"Alcona County, Michigan",10439
26003,"Alger County, Michigan",9424
26005,"Allegan County, Michigan",113778
26007,"Alpena County, Michigan",28932
26009,"Antrim County, Michigan",23244
26011,"Arenac County, Michigan",15324
26013,"Baraga County, Michigan",8623
26015,"Barry County, Michigan",59283
26017,"Bay County, Michigan",106232
26019,"Benzie County, Michigan",17511
26021,"Berrien County, Michigan",155439
26023,"Branch County, Michigan",43669
26025,"Calhoun County, Michigan",134976
26027,"Cass County, Michigan",51813
26029,"Charlevoix County, Michigan",26167
26031,"Cheboygan County, Michigan",25681
26033,"Chippewa County, Michigan",38256
26035,"Clare County, Michigan",30703
26037,"Clinton County, Michigan",77370
26039,"Crawford County, Michigan",13756
26041,"Delta County, Michigan",36573
26043,"Dickinson County, Michigan",25929
26045,"Eaton County, Michigan",108679
26047,"Emmet County, Michigan",33184
26049,"Genesee County, Michigan",412813
26051,"Gladwin County, Michigan",25460
26053,"Gogebic County, Michigan",15678
26055,"Grand Traverse County, Michigan",90869
26057,"Gratiot County, Michigan",41607
26059,"Hillsdale County, Michigan",45955
26061,"Houghton County, Michigan",36483
26063,"Huron County, Michigan",32056
26065,"Ingham County, Michigan",284058
26067,"Ionia County, Michigan",64292
26069,"Iosco County, Michigan",25419
26071,"Iron County, Michigan",11350
26073,"Isabella County, Michigan",70059
26075,"Jackson County, Michigan",159597
26077,"Kalamazoo County, Michigan",258994
26079,"Kalkaska County, Michigan",17380
26081,"Kent County, Michigan",630227
26083,"Keweenaw County, Michigan",2215
26085,"Lake County, Michigan",11331
26087,"Lapeer County, Michigan",88237
26089,"Leelanau County, Michigan",21834
26091,"Lenawee County, Michigan",98696
26093,"Livingston County, Michigan",185727
26095,"Luce County, Michigan",6435
26097,"Mackinac County, Michigan",11066
26099,"Macomb County, Michigan",861804
26101,"Manistee County, Michigan",24409
26103,"Marquette County, Michigan",67761
26105,"Mason County, Michigan",28761
26107,"Mecosta County, Michigan",43204
26109,"Menominee County, Michigan",23574
26111,"Midland County, Michigan",83459
26113,"Missaukee County, Michigan",15011
26115,"Monroe County, Michigan",149936
26117,"Montcalm County, Michigan",62867
26119,"Montmorency County, Michigan",9293
26121,"Muskegon County, Michigan",172281
26123,"Newaygo County, Michigan",47920
26125,"Oakland County, Michigan",1238718
26127,"Oceana County, Michigan",26175
26129,"Ogemaw County, Michigan",21024
26131,"Ontonagon County, Michigan",6173
26133,"Osceola County, Michigan",23151
26135,"Oscoda County, Michigan",8353
26137,"Otsego County, Michigan",24134
26139,"Ottawa County, Michigan",276963
26141,"Presque Isle County, Michigan",12998
26143,"Roscommon County, Michigan",23932
26145,"Saginaw County, Michigan",195252
26147,"St. Clair County, Michigan",160107
26149,"St. Joseph County, Michigan",61035
26151,"Sanilac County, Michigan",41667
26153,"Schoolcraft County, Michigan",8162
26155,"Shiawassee County, Michigan",68839
26157,"Tuscola County, Michigan",53991
26159,"Van Buren County, Michigan",75193
26161,"Washtenaw County, Michigan",358980
26163,"Wayne County, Michigan",1764919
26165,"Wexford County, Michigan",32898
27001,"Aitkin County, Minnesota",15689
27003,"Anoka County, Minnesota",341581
27005,"Becker County, Minnesota",33327
27007,"Beltrami County, Minnesota",45667
27009,"Benton County, Minnesota",39440
27011,"Big Stone County, Minnesota",5121
27013,"Blue Earth County, Minnesota",65460
27015,"Brown County, Minnesota",25295
27017,"Carlton County, Minnesota",35457
27019,"Carver County, Minnesota",97323
27021,"Cass County, Minnesota",28554
27023,"Chippewa County, Minnesota",12099
27025,"Chisago County, Minnesota",53924
27027,"Clay County, Minnesota",61219
27029,"Clearwater County, Minnesota",8772
27031,"Cook County, Minnesota",5220
27033,"Cottonwood County, Minnesota",11556
27035,"Crow Wing County, Minnesota",63251
27037,"Dakota County, Minnesota",411979
27039,"Dodge County, Minnesota",20350
27041,"Douglas County, Minnesota",36804
27043,"Faribault County, Minnesota",14182
27045,"Fillmore County, Minnesota",20835
27047,"Freeborn County, Minnesota",30768
27049,"Goodhue County, Minnesota",46349
27051,"Grant County, Minnesota",5953
27053,"Hennepin County, Minnesota",1210404
27055,"Houston County, Minnesota",18737
27057,"Hubbard County, Minnesota",20617
27059,"Isanti County, Minnesota",38401
27061,"Itasca County, Minnesota",45467
27063,"Jackson County, Minnesota",10246
27065,"Kanabec County, Minnesota",15937
27067,"Kandiyohi County, Minnesota",42498
27069,"Kittson County, Minnesota",4443
27071,"Koochiching County, Minnesota",12880
27073,"Lac qui Parle County, Minnesota",6887
27075,"Lake County, Minnesota",10697
27077,"Lake of the Woods County, Minnesota",3907
27079,"Le Sueur County, Minnesota",27734
27081,"Lincoln County, Minnesota",5805
27083,"Lyon County, Minnesota",25681
27085,"McLeod County, Minnesota",35881
27087,"Mahnomen County, Minnesota",5507
27089,"Marshall County, Minnesota",9410
27091,"Martin County, Minnesota",20228
27093,"Meeker County, Minnesota",23128
27095,"Mille Lacs County, Minnesota",25781
27097,"Morrison County, Minnesota",32786
27099,"Mower County, Minnesota",39266
27101,"Murray County, Minnesota",8443
27103,"Nicollet County, Minnesota",33267
27105,"Nobles County, Minnesota",21622
27107,"Norman County, Minnesota",6637
27109,"Olmsted County, Minnesota",150068
27111,"Otter Tail County, Minnesota",57659
27113,"Pennington County, Minnesota",14082
27115,"Pine County, Minnesota",29118
27117,"Pipestone County, Minnesota",9293
27119,"Polk County, Minnesota",31471
27121,"Pope County, Minnesota",10949
27123,"Ramsey County, Minnesota",532402
27125,"Red Lake County, Minnesota",4016
27127,"Redwood County, Minnesota",15542
27129,"Renville County, Minnesota",14983
27131,"Rice County, Minnesota",65040
27133,"Rock County, Minnesota",9519
27135,"Roseau County, Minnesota",15712
27137,"St. Louis County, Minnesota",200685
27139,"Scott County, Minnesota",139443
27141,"Sherburne County, Minnesota",91088
27143,"Sibley County, Minnesota",14912
27145,"Stearns County, Minnesota",153485
27147,"Steele County, Minnesota",36547
27149,"Stevens County, Minnesota",9831
27151,"Swift County, Minnesota",9474
27153,"Todd County, Minnesota",24246
27155,"Traverse County, Minnesota",3390
27157,"Wabasha County, Minnesota",21309
27159,"Wadena County, Minnesota",13729
27161,"Waseca County, Minnesota",18977
27163,"Washington County, Minnesota",249026
27165,"Watonwan County, Minnesota",10951
27167,"Wilkin County, Minnesota",6490
27169,"Winona County, Minnesota",51125
27171,"Wright County, Minnesota",130030
27173,"Yellow Medicine County, Minnesota",10045
28001,"Adams County, Mississippi",31913
28003,"Alcorn County, Mississippi",37325
28005,"Amite County, Mississippi",12607
28007,"Attala County, Mississippi",19088
28009,"Benton County, Mississippi",8304
28011,"Bolivar County, Mississippi",33883
28013,"Calhoun County, Mississippi",14732
28015,"Carroll County, Mississippi",10249
28017,"Chickasaw County, Mississippi",17364
28019,"Choctaw County, Mississippi",8305
28021,"Claiborne County, Mississippi",9186
28023,"Clarke County, Mississippi",16257
28025,"Clay County, Mississippi",20139
28027,"Coahoma County, Mississippi",24880
28029,"Copiah County, Mississippi",28882
28031,"Covington County, Mississippi",19402
28033,"DeSoto County, Mississippi",170825
28035,"Forrest County, Mississippi",76075
28037,"Franklin County, Mississippi",7783
28039,"George County, Mississippi",23334
28041,"Greene County, Mississippi",14286
28043,"Grenada County, Mississippi",21654
28045,"Hancock County, Mississippi",46061
28047,"Harrison County, Mississippi",198597
28049,"Hinds County, Mississippi",244906
28051,"Holmes County, Mississippi",18516
28053,"Humphreys County, Mississippi",8774
28055,"Issaquena County, Mississippi",1384
28057,"Itawamba County, Mississippi",23520
28059,"Jackson County, Mississippi",141422
28061,"Jasper County, Mississippi",16514
28063,"Jefferson County, Mississippi",7567
28065,"Jefferson Davis County, Mississippi",11815
28067,"Jones County, Mississippi",68233
28069,"Kemper County, Mississippi",10188
28071,"Lafayette County, Mississippi",52154
28073,"Lamar County, Mississippi",59883
28075,"Lauderdale County, Mississippi",79356
28077,"Lawrence County, Mississippi",12522
28079,"Leake County, Mississippi",23183
28081,"Lee County, Mississippi",85250
28083,"Leflore County, Mississippi",30784
28085,"Lincoln County, Mississippi",34763
28087,"Lowndes County, Mississippi",59953
28089,"Madison County, Mississippi",101698
28091,"Marion County, Mississippi",25778
28093,"Marshall County, Mississippi",36199
28095,"Monroe County, Mississippi",35986
28097,"Montgomery County, Mississippi",10328
28099,"Neshoba County, Mississippi",29407
28101,"Newton County, Mississippi",21784
28103,"Noxubee County, Mississippi",11145
28105,"Oktibbeha County, Mississippi",49303
28107,"Panola County, Mississippi",34415
28109,"Pearl River County, Mississippi",55325
28111,"Perry County, Mississippi",12197
28113,"Pike County, Mississippi",39984
28115,"Pontotoc County, Mississippi",30808
28117,"Prentiss County, Mississippi",25373
28119,"Quitman County, Mississippi",7678
28121,"Rankin County, Mississippi",148012
28123,"Scott County, Mississippi",28402
28125,"Sharkey County, Mississippi",4626
28127,"Simpson County, Mississippi",27493
28129,"Smith County, Mississippi",16159
28131,"Stone County, Mississippi",17877
28133,"Sunflower County, Mississippi",27432
28135,"Tallahatchie County, Mississippi",14740
28137,"Tate County, Mississippi",28255
28139,"Tippah County, Mississippi",22027
28141,"Tishomingo County, Mississippi",19433
28143,"Tunica County, Mississippi",10536
28145,"Union County, Mississippi",28158
28147,"Walthall County, Mississippi",14854
28149,"Warren County, Mississippi",47985
28151,"Washington County, Mississippi",49079
28153,"Wayne County, Mississippi",20468
28155,"Webster County, Mississippi",9974
28157,"Wilkinson County, Mississippi",9201
28159,"Winston County, Mississippi",18457
28161,"Yalobusha County, Mississippi",12264
28163,"Yazoo County, Mississippi",27742
29001,"Adair County, Missouri",25564
29003,"Andrew County, Missouri",17335
29005,"Atchison County, Missouri",5363
29007,"Audrain County, Missouri",25952
29009,"Barry County, Missouri",35706
29011,"Barton County, Missouri",12024
29013,"Bates County, Missouri",16551
29015,"Benton County, Missouri",18794
29017,"Bollinger County, Missouri",12368
29019,"Boone County, Missouri",172906
29021,"Buchanan County, Missouri",89486
29023,"Butler County, Missouri",42865
29025,"Caldwell County, Missouri",9017
29027,"Callaway County, Missouri",44692
29029,"Camden County, Missouri",44130
29031,"Cape Girardeau County, Missouri",78147
29033,"Carroll County, Missouri",8995
29035,"Carter County, Missouri",6256
29037,"Cass County, Missouri",100951
29039,"Cedar County, Missouri",13938
29041,"Chariton County, Missouri",7674
29043,"Christian County, Missouri",82048
29045,"Clark County, Missouri",6884
29047,"Clay County, Missouri",233224
29049,"Clinton County, Missouri",20271
29051,"Cole County, Missouri",76583
29053,"Cooper County, Missouri",17572
29055,"Crawford County, Missouri",24621
29057,"Dade County, Missouri",7616
29059,"Dallas County, Missouri",16395
29061,"Daviess County, Missouri",8292
29063,"DeKalb County, Missouri",12659
